CustomerID,Cluster_X,Cluster_Y,Annual_Spending,Purchase_Frequency,Age,Income_Level,City,Gender
CUST000001,-4.134108834449704,-1.409788073786682,4975.588435928583,19.61059241304677,27.80010466778061,83431.44760973797,TP.HCM,F
CUST000002,2.011174358438705,1.478089004916813,2870.5650336792983,10.741314864156756,15.53312908086282,30475.389057008077,Hải Phòng,F
CUST000003,1.4903401274441843,2.2238969635459465,1406.2897548318033,3.362810639927801,26.07821317278015,31229.474230791056,Hải Phòng,M
CUST000004,1.1711166963803084,2.314606695529662,3178.5393701333346,12.769516934542052,37.860268934827204,40747.33938777313,Cần Thơ,M
CUST000005,1.9151366547121529,-1.4370169993126733,9245.071229516849,22.98009113031658,43.29245703255834,82553.99554084355,Hải Phòng,M
CUST000006,1.2633498559984875,-3.0193514223940285,8292.603548243223,30.015971954330755,56.92580909479962,73826.46032790326,Hải Phòng,M
CUST000007,0.4529257950412293,2.982268544706959,1513.9813481851927,9.722213662682003,30.16388734861477,33738.024134148116,Cần Thơ,M
CUST000008,2.7210878094379716,3.5317171426987692,2941.839950143619,12.19878393543738,22.819038370210396,29866.66543895694,Cần Thơ,M
CUST000009,-3.3723024871457805,0.6974236091074989,2753.104308654445,10.130384826012193,25.759371926589345,71745.20898639022,TP.HCM,F
CUST000010,-3.4302567801400996,-0.6644062274952287,3961.2391626539043,16.871801688527405,22.464939876282383,57901.62485866898,Đà Nẵng,F
CUST000011,1.5253387222891295,3.5332645643940244,3000.5047469168007,3.973616754544655,27.812779066365497,48322.81534098825,Hà Nội,F
CUST000012,2.8303085050623165,-3.563623686596423,9471.53280715104,13.396120766427952,46.18933965761689,74872.32587538428,Cần Thơ,M
CUST000013,1.6621046829201835,2.3696532913018484,1942.58254525634,3.902527533753683,28.10810123226668,28150.641274706,Cần Thơ,M
CUST000014,-3.6892551379295755,1.555103978112417,4245.053029596411,10.3188771744129,32.85045161921049,58616.88483737341,Hải Phòng,F
